id,edad,genero,estado_civil,residencia,nivel_educativo,grado_estudios,ocupacion,paga_estudios,acceso_internet,banos,autos,computadoras,telefonos,servicios,nivel_educativo_hogar,personas_en_hogar,personas_en_hogar_trabajan,ingreso_mensual_hogar,personas_dependientes,nivel_socioeconomico,tiempo_libre_dia,frecuencia_ejercicio,frecuencia_leer,frecuencia_videojuegos,frecuencia_peliculas,frecuencia_conciertos,frecuencia_bares,frecuencia_escuchar_musica,lugares_visitados_tiempo_libre,consumo_videojuegos,razon_videojuegos,videojuegos_que_consume,frecuencia_videojuego_role,frecuencia_videojuego_accion,frecuencia_videojuego_aventura,frecuencia_videojuego_arcade,frecuencia_videojuego_deportivo,frecuencia_videojuego_estrategia,frecuencia_videojuego_simulacion,frecuencia_videojuego_juegomesa,frecuencia_videojuego_juegomusical,medio_consumo_videojuegos,consumo_simultaneo_musica_videojuego,tipo_musica_simultaneo_videojuegos,frecuencia_consumo_musica,actividades_simultaneas_consumo_musica,generos_musicales_favoritos,artistas_consumo_mayor_frecuencia,razon_consumo_artistas,donde_consumo_musica,importancia_musica_diaria,plataformas_streaming_consumo_musica,frecuencia_consumo_musica_listas_personalizadas,frecuencia_consumo_musica_listas_plataformas,frecuencia_consumo_musica_playlist_populares,frecuencia_consumo_musica_algoritmo_descubrimiento,como_descubre_musica_nueva,otra_manera_descubrimiento_musica,frecuencia_consumo_videos_musicales,razon_valoracion_cancion,razon_valoracion_video_musical,frecuencia_consumo_instagram,frecuencia_consumo_tiktok,frecuencia_consumo_twitter,frecuencia_consumo_youtube,frecuencia_consumo_facebook,importancia_seguimiento_tendencias_musicales,redes_sociales_utilizadas_novedades_musicales,creadores_contenido_frecuencia,creadores_contenido_no_le_gustan,es_fan,de_que_es_fanatico,razon_fanatico,tiempo_fanatico,consideracion_fanatico_artista,que_artista_banda_fanatico,razon_fan_artista,motivos_fan_artista,tiempo_fan_artista,frecuencia_participacion_comunidad_blog_web_fans,frecuencia_participacion_comunidad_discord,frecuencia_participacion_comunidad_grupos_facebook,frecuencia_participacion_comunidad_telegram,frecuencia_participacion_comunidad_instagram,frecuencia_participacion_eventos_en_vivo,frecuencia_participacion_comunidad_fanfiction,frecuencia_participacion_youtube,frecuencia_participacion_twitch,redes_sociales_artistas_favoritos,importancia_artista_redes,factores_seguir_artista_redes,factores_dejar_seguir_artista_redes,compra_productos_promocion_redes,asistencia_eventos_artista_promocion,dinamica_agradaria_artista_favorito,frecuencia_compra_boletos_conciertos,frecuencia_compra_disco_viniles,frecuencia_compra_playeras_artistas,frecuencia_compra_sudaderas_artistas,frecuencia_compra_gorras_artistas,frecuencia_compra_pulsera_accesorios_artistas,frecuencia_compra_cobijas_artistas,frecuencia_compra_peluches_artistas,frecuencia_compra_figuras_coleccion_artistas,frecuencia_compra_tazas_vasos_artistas,frecuencia_compra_stickers_artistas,frecuencia_compra_posters_artistas,frecuencia_compra_bolsas_totes_artistas,frecuencia_compra_llaveros_pines_artistas,otro_producto_artista_fav,marcas_productos_hobbies
84,22,0,Soltero,"Cuatitlan Izcalli","Licenciatura Incompleta",UNAM,"Solo estudio","Mi padre/madre o tutor",1,2,1,1,3,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Preparatoria Completa","3-4 personas","1-2 personas",2,"1-2 personas",2,1,2,1,1,1,1,0,3,parques,1,"distraccion ","minecraft, pokemon, terraria",0,1,2,0,1,3,3,0,0,"Nintendo, PC",1,"rock, pop",2,"trayecto, tarea","Pop, Rock, Clásica","jose madero, division minuscula, foo fighters","me relaciono con la letra de las canciones","En casa, En el transporte público, Mientras hago ejercicio",1,Spotify,1,2,0,0,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Colaboraciones con artistas que escucho","festivales, restaurantes",2,"letra (que sea romantica y tenga sentido) y el ritmo.","atractivo visualmente ",2,0,0,3,3,0,"Instagram, Facebook","DED, Mundo NFL, MAUU 2","Temach, Franco Escamilla",1,"películas, Star Wars, El señor de los anillos ","la historia, la calidad de producción ",3,1,"Jose Madero, Pxndx, Leonel Garcia. ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","por como manejan sus redes ",3,2,1,3,0,2,1,0,3,2,"Instagram, Facebook, Youtube, ",2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Por las dinámicas o concursos que realizan","cambien de genero musical, sigan modas.",0,1,"meet and great.",2,2,2,0,2,0,0,0,0,0,0,0,0,0,Ninguno,"disney, star wars."
85,22,0,Soltero,"Naucalpan ","Licenciatura Completa","UNITEC ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,1,2,3,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","3-4 personas",5,"3-4 personas",3,0,2,2,2,2,2,2,3,"Casas de amigos ",1,"Por qué me gustan ","COD, Fortnite, minecraft ",2,2,3,2,3,3,2,2,2,"Playstation, X-box, PC",1,"De todo ",1,"Manejar ","Hiphop, Reggaeton, Electrónica","Cartel de santa ","Por qué me gustan ","En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,"Amazon Music",3,2,2,2,"Familia, Amigos, Playlists o algoritmos de plataformas","En redes sociales ",2,"Su relevancia ","Que me guste ",3,3,1,3,1,2,TikTok,.,.,0,"Sin fanatismo","No aplica",0,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",2,0,1,1,1,0,0,0,0,0,0,0,0,0,.,.
86,22,1,Soltero,Jilotzingo,"Licenciatura Incompleta",IPN,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,3,4,5,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",5,"1-2 personas",4,2,2,2,1,3,3,3,3,"museos y clubs",0,"no tengo consola en casa","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"pop, electrónica ",3,"de todo","Reggaeton, Electrónica, Banda (Regional Mexicano)","luis miguel, alfredo olivas, hugel","porque me gustan sus letras y ritmos","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music, Apple music",3,2,3,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho, Shazam o Soundhound","tiktok o anuncios",2,"letra y ritmo","temática y la historia ",3,3,3,2,2,2,"Instagram, TikTok, YouTube","priscy escoto, lupita villalobos , anahí rios ",-,1,"Shawn mendes ","porque me gusta desde pequeña",5,1,"feid, morat y alfredo olivas","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Me gusta su imagen o estética","porque me gustan sus canciones",4,1,1,1,1,3,1,1,1,1,"Instagram, Tik Tok, Facebook, Youtube, X",4,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","dejar de tener actividad o novedades",1,1,"meet & greet",3,3,3,2,3,1,3,1,1,1,1,1,1,2,"ropa en general, sombreros, tenis","nine west, guess, zara"
87,23,1,Soltero,"Azcapotzalco ","Licenciatura Incompleta",IPN,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,2,3,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",4,"3-4 personas",3,0,3,1,1,3,1,2,3,"Parque, Centro comercial ",0,"Sin consumo","Dress to impress ",0,0,0,2,0,0,0,2,0,"Nintendo, Celular, Tablet o Ipad",0,"No aplica",2,Gym,"Pop, Reggaeton, R&b","Taylor Swift, Karol G, Shakira ","Porque me gusta su música y sus letras ","En casa, En la universidad, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",2,Spotify,3,3,1,3,"Amigos, Redes sociales, Tendencias","Colaboraciones con marcas ",1,"Letra ","Estética, outfits ",3,3,2,1,1,2,"Instagram, TikTok",,,0,"Sin fanatismo","No aplica",0,1,"Taylor Swift, Harry Styles, Sabrina Carpenter ","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma","Me identifico con sus fanáticos ",5,1,0,1,0,3,0,0,0,0,"Instagram, Tik Tok, Youtube, X",0,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.), Por las dinámicas o concursos que realizan","Cuando lo funan por algo importante ",0,1,"Meet and greet",2,1,2,3,3,3,0,0,0,2,3,1,3,3,"Maquillaje, esmalte de uñas ","Apple? "
88,23,0,Soltero,"Coyoacán ","Licenciatura Incompleta",UNAM,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,4,2,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"5 o más personas","3-4 personas",6,"3-4 personas",3,0,3,3,0,1,1,0,3,"Permanezco en casa",0,"Falta de interés ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"La del juego ",1,"gimnasio , trayectos, Estudio. ","Rock, Jazz, Boleros","Los panchos, surfistas del sistemas, ACDC. ","Calidad de música, me identifico con lo que cantan, ritmo agradable. ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",2,Spotify,3,2,1,2,"Playlists o algoritmos de plataformas, Espacios públicos","En el transporte público y trayecto en servicios de taxi por aplicación. ",1,"Letra, ritmo, armonía, calidad de producción, propuesta (innovación) musical. ","Calidad, propuesta narrativa. ",0,1,0,3,0,1,"TikTok, YouTube",,,1,"Lectura, deporte ","Es lo que hago en mi tiempo libre y disfruto hacerlo ",5,1,"Los panchos, Eydie Gorme, Julio Jaramillo ","Me identifico con su música o sus letras, Me gusta su imagen o estética","Me gusta su música ",3,0,0,0,0,0,1,0,2,0,"No los sigo en redes sociales",0,"Me gusta su música","Polémicas (violencia) ",0,1,"Colaboración con otros géneros ",1,1,1,0,0,0,0,0,0,0,0,0,0,1,Ninguno,"Adidas, nike, north face, Patagonia. "
89,23,1,Soltero,"Coyoacan ","Licenciatura Completa","Tec de Monterrey ","Trabajo tiempo completo",,1,4,4,5,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","5 o más personas","3-4 personas",6,"5 o más personas",4,0,3,2,2,3,2,2,3,"Gym, casa, antros ",0,"Me aburren ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No juego videojuegos ",1,"Hago ejercicio ","Pop, Rock, Reggaeton","Justin Bieber, Taylor Swift, Bad Bunny ","Son mis artistas favoritos ","En casa, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,2,3,2,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho","Antros ",1,"La letra y el ritmo ","El contexto ",3,3,2,2,2,2,"Instagram, TikTok","Relacionados a la F1 ","Tammy Parra,  María Castañeda, Isi Vives ",1,"Fórmula 1 ","Me apasiona el automovilismo ",5,1,"Justin Bieber, Taylor Swift, Bruno Mars ","Me identifico con su música o sus letras","Su historia ",5,0,0,0,0,0,0,0,0,0,"Instagram, Tik Tok, Facebook, Youtube, X",4,"Me gusta su música, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que deje de hacer música o que ya no suba nada ",0,0,"No se ",3,0,2,3,3,0,0,0,3,0,0,0,0,3,"Merch ","Sabritas, Barcel "
90,23,1,Soltero,Veracruz,"Licenciatura Completa","En veracruz","No trabajo ni estudio actualmente",,1,4,3,3,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","3-4 personas",5,"1-2 personas",3,3,2,2,2,3,3,2,3,Cafes,0,"No me gustan y son caros ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"No lo hago",3,"Trabajar ","Pop, R&b, Kpop","twice black pink y tyla","Me gustan","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio",3,Spotify,3,0,0,2,"Familia, Redes sociales, Playlists o algoritmos de plataformas","pues la escucho casualmente ",1,"Que me guste ","Me da igual ",3,3,3,2,2,0,"Instagram, TikTok","no me gustan los influencers, me caen mal","todos jajaja pero en especial Tammy Parra que me caga",1,"de hsm ","Me gusta ",5,1,"Twice seventeen fifth harmony","Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Me gusta su imagen o estética","Ningún otro ",4,0,0,0,0,0,2,1,1,1,"Instagram, Tik Tok, Facebook",4,"Me gusta su música","Que sean poco humildes ",0,1,"Un concierto",2,0,0,0,0,0,0,1,0,0,0,0,0,0,Ninguno,"La música "
91,23,0,Soltero,Tlalpan,"Licenciatura Completa","Tec de Mty","No trabajo ni estudio actualmente",,1,1,1,2,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","1-2 personas",4,"1-2 personas",3,3,3,3,3,2,2,2,3,Cine,1,Lindos,"Warzone, FIFA y Fortinte",0,3,0,0,3,2,0,3,0,"X-box, Nintendo, Celular, Tablet o Ipad",1,"Rock, pop, corridos, urbana",2,Existir,"Rock, Reggaeton, Electrónica","NSQK, Bad Bunny, Feid","Muy lindos","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio",3,Spotify,3,2,3,3,"Playlists o algoritmos de plataformas","Medios de Entretenimiento ",0,"Ritmo ","Innecesarios ",2,3,3,3,2,2,"TikTok, Twitter/X","Mike Máquina del Mal, Agusneta y VisualPolitik","Todos los relacionados a chismes, espectáculos o con target infantil ",1,"Deportes ","Muy bonito ",5,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",1,0,0,0,0,0,0,0,0,0,0,0,0,0,Ninguno,???
92,23,0,Soltero,Tlalpan,"Licenciatura Incompleta","En línea, Universidad Rosario Castellanos","Trabajo tiempo completo",,1,1,0,0,1,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","1-2 personas","1-2 personas",1,"1-2 personas",1,0,2,3,3,3,2,2,3,"Centros comerciales",1,Pasatiempo,"Fortnite, Dead by daylight y Overwatch ",3,3,3,3,2,3,3,2,2,"Playstation, X-box, Nintendo, Celular",0,"No aplica",2,"Leer y ver videos","Pop, Rock, Lofi","Lesseraffim, Billie elish y Metalica","Agrado personal","En casa, En el trabajo, En el transporte público, Mientras hago ejercicio",1,"YouTube Music",3,2,2,2,"Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho","Videos de Internet ",2,"Los instrumentos tocados",Calidad,0,3,2,2,3,1,"TikTok, YouTube, Facebook","No recuerdo su nombre, pero da buenos consejos",Aimep.mp3,1,"Videojuegos ","Evolución de los mismos ",5,1,"Studio killers, Mon Laferte y Billie","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Gusto personal",3,0,0,0,1,0,1,0,0,1,"Tik Tok, Facebook, Youtube, X",2,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Cuando son racistas, homofobicos u otro problema relacionado ",0,0,Concursos,1,0,1,1,0,1,0,0,0,0,1,1,0,1,"Solo lo anterior ","Pósteres principalmente "
93,23,1,Soltero,"Iztapalapa ","Licenciatura Incompleta","Escuela Superior de Turismo ","Estudio y trabajo medio tiempo","Yo pago por mis estudios",1,2,2,1,5,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Primaria Completa","5 o más personas","5 o más personas",6,"1-2 personas",2,0,2,2,0,1,2,0,3,"Gimnasio ",0,"No me gusta ","Sin consumo",0,0,0,0,0,0,0,0,0,"Sin consumo",0,"Ninguna ",3,"Transporte, tarea, ejercicio ","Pop, Reggaeton, Electrónica","Kygo, Martín Garrix, Cris mj ","Me gusta el ritmo, la letra del reguetón no ","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, Apple Music, YouTube Music, Deezer",3,3,1,0,"Familia, Amigos, Redes sociales, Tendencias","En TikTok ",2,"El ritmo y la letra ","La edición y que esté acorde a el video ",2,2,1,2,2,1,TikTok,"Diana Zuluaga Roberto Gallegos, mae ","Kimberly loaiza, yerimua, bellakat ",1,"Del baile ","Por qué saco toda mi mala vibra y me pongo feliz ",5,0,"Sin fanatismo",,"Sin motivos",0,0,0,0,0,0,0,0,0,0,,0,"No aplica","Sin motivos",0,0,"Sin dinamica",0,0,0,1,1,1,0,0,0,1,0,0,2,1,"Ninguna ","Cuidado de la piel, cuidado personal, comida "
94,23,0,Soltero,"Azcapotzalco ","Licenciatura Incompleta","Instituto Politécnico Nacional/ESIME Azcapotzalco ","Solo estudio","Mi padre/madre o tutor",1,1,0,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",1,"1-2 personas",2,1,2,3,3,2,1,2,3,"Parques, lugares públicos, monumentos históricos ",1,"Porque me gustan las historias que cuentan y lo que puedes hacer ","Doom Eternal, Hades, Red Dead Redemption 2",2,3,3,2,0,2,2,1,0,"Playstation, Celular, PC",1,"Techno, Indie rock, grunge, alternativo ",2,"Tareas de la escuela, aseo de la casa, deporte ","Rock, Electrónica, Corridos tumbados","Pixies, Gorillaz, Brutalismus 3000","Me gusta su estilo musical, las letras, su identidad ","En casa, En la universidad, En el transporte público, Mientras hago ejercicio, En reuniones o fiestas",3,Spotify,3,2,1,2,"Amigos, Redes sociales, Estaciones de radio, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","Por búsqueda aleatoria ",2,"Su estilo ","Que tanto coincide con la canción ",3,3,1,3,2,1,"Instagram, TikTok","El Fedelobo, Makakiux, BaityBait","JuanGuarnizo, Arigameplays, El mariana",1,"De los videojuegos","Porque me gustan sus historias ",5,1,"Gorillaz, Brutalismus 3000, Pixies ","Me gusta su estilo de vida o su historia personal, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","La vibra que transmiten ",3,1,0,2,0,1,0,0,1,0,"Instagram, Tik Tok, Youtube",4,"Me interesa su vida personal, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Ya no me interesa su contenido o no lo frecuento demasiado ",0,1,"Meet and greet",2,1,2,1,1,2,0,0,0,2,3,1,1,2,Ninguno,"Nike, Samsung, Apple, Huawei, Sony, Vans, Adidas, PlayStation, HP"
95,23,0,Soltero,"Gustavo A. Madero","Licenciatura Incompleta","Instituto Politécnico Nacional","Estudio y trabajo medio tiempo","Mis padres y yo",1,1,0,2,3,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.)","Licenciatura Incompleta","3-4 personas","1-2 personas",2,"1-2 personas",2,1,1,3,2,3,3,1,3,"Cineteca Nacional, Centro Historico, museos, etc.",1,"De vez en cuando, para convivir con amigos",Fortnite,0,3,2,2,2,2,1,2,2,"X-box, PC",1,"Rock, pop, punk y afines",3,"Estudio, leeo, camino, hago tarea","Rock, Punk, Mariachi","The Beatles, Porter, Fin del Mundo","Me gusta cómo tocan, sus letras y el concepto de sus canciones","En casa, En la universidad, En el transporte público, En transporte propio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,2,1,2,"Amigos, Redes sociales, Colaboraciones con artistas que escucho","En conciertos de banda sque me gustan he descuberto muchas bandas teloneras",2,"la letra, que haya personas tocando un instrumento, el video muchas veces es importante también","Que haya historia y no sea solamente alguien cantando a una cámara",3,2,1,2,1,0,"Instagram, TikTok","David Elorza, Nate Gentile, Clase Libre","Wendy Guevara, Adrian Marcelo, Derbez",1,"De las Guitarras","Me gusta mucho el intrumento, su historia y variaciones, cómo han evolucionado según los guitarristas que han tocado una y que han hecho modificaciones y cambios para tener un sonido cracterístico",5,1,"The Beatles, Porter, Green Day","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma","Son artistas que han tenido un papel importante en la historia de sus generos, que han marcado un antes y un después en la forma de tocar y escribir, que además tienen letras con las que alguien se puede identificar, ademas de divertirse y disfrutarlas.",5,3,1,3,0,2,1,0,2,0,"Instagram, Facebook, Youtube",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que suba cosas poco interesantes o que no tengan nada que ver con su contenido original, como chismes, quejas, etc.",1,1,"Meet and Greets, algo interactivo",3,2,3,1,3,2,0,0,0,1,3,2,1,3,"Pines, parches, paliacates","Pues spotify para escuchar musica, Epiphone para tocar la guitarra, boss y behringer en pedales, cocacola etc. la "
96,23,1,Soltero,Azcapo,"Licenciatura Incompleta",Tecmi,"Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,2,1,2,4,"Servicio de televisión por cable o satelital, Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Completa","3-4 personas","3-4 personas",4,"3-4 personas",2,3,2,2,2,3,2,3,3,"La puri, cabaretito, casas de amigos o familiares",1,"Es divertido y me desestresa a menos que pierda entonces me estreso pero igual me divierto","Brawl stars ",0,2,0,0,0,0,0,2,1,Celular,0,"No aplica",2,"Bañarme, alistarme, tarea, trasladarse, limpiar, bailar","Rock, Hiphop, Kpop","Got7
Doja cat
Xg","Por el tipo de musica, las coreografias, la vibra que transmiten","En casa, En la universidad, En el trabajo, En el transporte público, En transporte propio, Mientras hago ejercicio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,2,0,0,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Colaboraciones con artistas que escucho, Espacios públicos, Shazam o Soundhound","En peliculas o series",3,"La melodia y la voz ","Las tomas, las historias, que no haya cortes en la cancion para que pongan una escena de lo que sea a menos que sea extremadamente importante ",3,3,2,3,2,0,"TikTok, YouTube","La tia tocino, Las hermanas monsivais, Gigi gianna","Si no me gustan los ignoro, ni me se quienes son",1,"Cantantes, escritores, formula1, peliculas, series, actores, basketbolistas, volleyball","Me gusta el trabajo que realizan, el estilo que tienen, el talento y esfuerzo ",5,1,"Got7, Nothing but Thieves, doja cat","Me identifico con su música o sus letras, Me gusta su estilo de vida o su historia personal, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Por las vibras que me transmite su musica",5,0,0,0,0,3,1,2,0,0,"Instagram, Tik Tok, Facebook, Youtube, X, Twitch",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Si lo declaran culpable de delitos de violencia sexual, trata de personas",0,1,"Ni idea",3,0,2,0,0,3,0,1,0,1,3,2,0,1,"Maquillaje, espejos, tenis, ","Coca cola, samsung, uber, bt21, msi(laptop), pink up,  rexona, hawaian tropic, ciel,"
97,23,1,Soltero,"Cuautitlán Izcalli ","Licenciatura Incompleta","UPIITA - IPN","Estudio y trabajo medio tiempo","Mi padre/madre o tutor",1,1,1,1,2,"Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)","Licenciatura Incompleta","1-2 personas","1-2 personas",3,"1-2 personas",2,0,1,3,1,2,2,1,3,"Museos, parques, centro comercial y supermercados ",1,"Solo de teléfono móvil u ordenador, es lo que se me hace más accesible.","Minecraft, Hive.",2,1,3,2,1,2,2,3,2,"Celular, PC, Tablet o Ipad",1,"Pop, rock ",2,"Manejar, hacer tarea, estudiar, caminar.","Pop, R&b, Kpop","Bts, Taylor Swift, Birdy ","Me gustan las letras de sus canciones y sus melodías también son algo que me hacen conectar con el mensaje que quieren transmitir.","En casa, En la universidad, En transporte propio, En reuniones o fiestas",3,"Spotify, YouTube Music",3,2,1,3,"Familia, Amigos, Redes sociales, Playlists o algoritmos de plataformas, Tendencias, Colaboraciones con artistas que escucho","Videos musicales en YouTube ",3,"La letra ","Que la composición visual me transmita el mensaje que la canción busca compartir ",3,3,2,3,3,1,"TikTok, YouTube","ClauReadsBooks, BlueCodes y MariiMolly","Que se dediquen a chismes, mostrar una vida irreal y groseros (machistas en su mayoría)",1,Kpop,"Me gusta la cultura de el empeño en entregar algo más que un CD de música",5,1,"Bities, Taylor Swift,  Twice","Me identifico con su música o sus letras, Por la interacción que tienen con los fans, Han impactado mi vida de alguna forma, Me gusta su imagen o estética","Me gusta el mensaje que han estado compartiendo a través de los años.",5,2,1,3,0,0,2,1,2,2,"Instagram, Tik Tok, Facebook, Youtube, X",3,"Me gusta su música, Me gusta cómo interactúan con sus seguidores, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Que promueva algún mensaje de odio o discriminación ",1,1,"Rifas internacionales ",3,3,3,3,2,3,2,3,3,3,3,3,3,3,Perfumes,"Ropa cómoda (adidas), audífonos, tenis cómodos "
98,23,1,Soltero,"Ecatepec ","Licenciatura Incompleta","Ciudad de México, GAM","Solo estudio","Mi padre/madre o tutor",1,2,1,4,4,"Suscripción a plataformas de streaming de video (Netflix, Disney+, etc.), Suscripción a plataformas de streaming de música (Spotify, Apple Music, etc.)",Posgrado,"3-4 personas","1-2 personas",4,"1-2 personas",2,0,2,3,2,1,2,1,3,"Teatro, cine, etc",1,Ocio,"Planchas contra zombies, Clash y sudoku",2,2,1,1,0,3,1,3,1,"Celular, Tablet o Ipad",0,"No aplica",2,"Tarea o aseo","Pop, Clásica, Salsa","Sia, morat y Andrés Obregón ","Me gusta el ritmo ","En el transporte público",3,Spotify,1,1,2,3,"Redes sociales, Playlists o algoritmos de plataformas, Estaciones de radio, Tendencias, Espacios públicos, Shazam o Soundhound","Por recomendación ",2,"La letra","No los veo",2,1,0,3,3,1,"TikTok, YouTube, Facebook","Cojo feliz, Isabelle salas y pregúntale al biólogo ","La mars, Karla días y Alex Quiroz ",1,"La hora feliz, que regrese","Me gusta el concepto y los conductores",3,1,"Morat, los románticos de zacatecas y miró ","Me identifico con su música o sus letras","Me gusta el estilo de música que tienen ",3,0,0,2,0,0,2,3,3,0,"Instagram, Facebook, Youtube",3,"Me gusta su música, Quiero estar al día con sus novedades, Me gustan sus contenidos exclusivos (videos, fotos, etc.)","Sin motivos",0,0,"Meet and greet",2,0,2,2,0,2,0,0,1,0,2,0,0,2,Ninguno,"Samsung "
